valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo
0.2,2015,0.601,Armaan Malik,0.666,231493,0.741,FALSE,oyuxef,0.135,11,0.233,-4.73,1,Tum Hi Ho,70,0.086,109.66
0.58,2013,0.757,Badshah,0.441,184298,0.8,TRUE,2eiba3,0.13,11,0.076,-8.62,0,Kala Chashma,57,0.044,135.68
0.92,2018,0.373,Lata Mangeshkar,0.574,291862,0.458,TRUE,avaauo,0.123,5,0.274,-3.65,1,Bekhayali,96,0.024,109.01
0.88,2025,0.474,Taylor Swift,0.491,229223,0.804,FALSE,0m48fe,0.14,0,0.155,-5.19,0,Thinking Out Loud,54,0.045,87.48
0.58,2015,0.586,Neha Kakkar,0.434,194719,0.52,FALSE,8q8st9,0.102,9,0.258,-3.48,0,Dilbar,66,0.092,137.36
0.56,2021,0.259,Armaan Malik,0.508,227101,0.491,FALSE,1pdz15,0.132,2,0.108,-5.98,0,Tera Ban Jaunga,80,0.097,85.43
0.64,2018,0.522,Sunidhi Chauhan,0.602,255209,0.557,TRUE,27we3f,0.141,11,0.145,-2.68,1,DJ Waley Babu,91,0.088,103.88
0.28,2015,0.713,Dhvani Bhanushali,0.68,297865,0.403,FALSE,ddqse5,0.101,5,0.16,-8.94,1,Tujhe Kitna Chahne Lage,97,0.07,101.81
0.68,2025,0.14,Kishore Kumar,0.869,181814,0.433,FALSE,ew3y17,0.026,8,0.249,-4.21,1,Channa Mereya,79,0.028,71.16
0.3,2021,0.068,Armaan Malik,0.817,266700,0.552,FALSE,blrkpr,0.129,10,0.196,-9.91,1,Dilbar,92,0.045,72.82
0.56,2017,0.256,Armaan Malik,0.755,212766,0.776,TRUE,lmqq9u,0.013,9,0.074,-6.4,0,Channa Mereya,96,0.09,75.85
0.84,2024,0.619,Imagine Dragons,0.764,249518,0.597,FALSE,smu02t,0.11,3,0.152,-9,1,Bad Guy,54,0.086,110.94
0.39,2024,0.303,The Weeknd,0.556,225896,0.515,FALSE,foti5d,0.016,4,0.089,-4.1,0,Anti-Hero,71,0.074,88.95
0.53,2021,0.138,Imagine Dragons,0.485,257986,0.689,FALSE,s45bjb,0.093,7,0.191,-3.2,1,Viva La Vida,88,0.095,118.24
0.61,2015,0.443,Atif Aslam,0.527,191984,0.845,FALSE,a1gbxd,0.015,9,0.122,-9.25,0,Vaaste,94,0.031,80.62
0.68,2012,0.482,Shreya Ghoshal,0.615,236997,0.472,TRUE,j6mpvt,0.105,10,0.234,-7.27,1,Dilbar,74,0.094,93.24
0.32,2020,0.071,Kishore Kumar,0.716,208992,0.736,FALSE,0b4nb2,0.121,4,0.194,-5.49,1,Tujhe Kitna Chahne Lage,70,0.026,76.29
0.23,2023,0.689,Neha Kakkar,0.896,187189,0.663,FALSE,9y569t,0.142,2,0.113,-3.95,1,Tujhe Kitna Chahne Lage,54,0.073,114.36
0.81,2024,0.146,Shreya Ghoshal,0.463,261422,0.447,FALSE,7e0wno,0.134,4,0.228,-7.15,0,Tum Hi Ho,95,0.021,107.82
0.54,2016,0.114,Armaan Malik,0.674,200245,0.733,FALSE,0yhatw,0.012,6,0.297,-6.45,0,DJ Waley Babu,75,0.025,132.39
0.44,2012,0.554,Lata Mangeshkar,0.741,280380,0.747,FALSE,8e0ltt,0.113,3,0.156,-2.04,0,Vaaste,94,0.082,117.16
0.82,2024,0.197,Armaan Malik,0.463,220745,0.662,FALSE,wm1its,0.125,2,0.196,-5.65,1,Vaaste,60,0.071,127.4
0.61,2025,0.54,Adele,0.477,228994,0.805,FALSE,gkdylz,0.116,11,0.14,-2.71,1,Anti-Hero,73,0.094,138.26
0.67,2015,0.347,Shreya Ghoshal,0.778,270477,0.554,FALSE,ww1zy2,0.051,3,0.092,-9.51,1,Bekhayali,66,0.029,77.99
0.1,2014,0.51,Sunidhi Chauhan,0.708,244757,0.724,TRUE,wygvqr,0.03,9,0.169,-5.19,0,Bekhayali,99,0.052,93.67
0.72,2015,0.207,Dua Lipa,0.429,190310,0.698,FALSE,8hxs90,0.089,8,0.149,-7.63,1,Can't Feel My Face,84,0.032,100.29
0.74,2025,0.49,Arijit Singh,0.814,253373,0.558,FALSE,l39rzg,0.102,9,0.297,-7.39,1,Channa Mereya,55,0.068,126.12
0.67,2025,0.411,Neha Kakkar,0.805,187797,0.709,FALSE,ul26ob,0.097,4,0.079,-8.98,0,Vaaste,92,0.057,122.65
0.6,2022,0.315,Lata Mangeshkar,0.8,197857,0.813,FALSE,yup4n1,0.062,2,0.206,-5.43,0,Main Rahoon Ya Na Rahoon,71,0.025,112.31
0.17,2021,0.381,Lata Mangeshkar,0.482,226418,0.771,FALSE,8flm2s,0.133,7,0.26,-8.84,1,Channa Mereya,70,0.022,108.73
0.32,2023,0.135,Badshah,0.859,221798,0.422,FALSE,xajphy,0.141,8,0.082,-9.01,1,Bekhayali,63,0.04,95.07
0.89,2013,0.118,Dhvani Bhanushali,0.543,293978,0.402,FALSE,05i5t1,0.05,8,0.075,-2.35,1,Bekhayali,55,0.078,92.08
0.25,2015,0.648,Dua Lipa,0.739,280342,0.456,FALSE,lmks8z,0.131,5,0.233,-6.08,0,Viva La Vida,92,0.098,82.66
0.46,2023,0.484,Neha Kakkar,0.816,297626,0.434,FALSE,z878pm,0.093,11,0.299,-8.92,1,Channa Mereya,84,0.052,79.31
0.47,2016,0.146,Billie Eilish,0.605,210341,0.578,FALSE,w53mrw,0.037,4,0.168,-5.57,0,Anti-Hero,93,0.037,121.96
0.14,2013,0.575,Imagine Dragons,0.565,249876,0.684,FALSE,zmwt1q,0.104,1,0.122,-9.95,1,Bad Guy,60,0.043,121.42
0.25,2014,0.404,The Weeknd,0.446,225201,0.757,FALSE,x8a9y7,0.134,1,0.207,-3.53,0,Uptown Funk,65,0.044,87.9
0.77,2023,0.339,Ed Sheeran,0.618,286540,0.694,FALSE,54j3rx,0.06,8,0.201,-6.9,1,Can't Feel My Face,58,0.045,90.55
0.7,2015,0.547,Adele,0.804,262542,0.74,FALSE,j4hci3,0.038,2,0.276,-9.8,1,Viva La Vida,62,0.074,86.73
0.68,2013,0.749,Armaan Malik,0.71,239199,0.723,FALSE,nze4y4,0.145,11,0.064,-8.54,0,Channa Mereya,62,0.054,114.24
0.46,2014,0.534,Badshah,0.773,250610,0.599,TRUE,pxdoy8,0.127,0,0.214,-4.87,1,Tujhe Kitna Chahne Lage,68,0.083,133.23
0.37,2013,0.657,Adele,0.838,208350,0.863,FALSE,j79yfx,0.015,5,0.221,-7.35,0,Uptown Funk,95,0.072,105.74
0.83,2022,0.153,The Weeknd,0.876,292660,0.741,FALSE,ht5vgi,0.148,7,0.219,-7.98,0,Hello,52,0.034,73.75
0.27,2023,0.665,Shreya Ghoshal,0.738,254417,0.601,FALSE,q8e5c8,0.126,0,0.126,-8.89,1,Channa Mereya,99,0.045,92.83
0.33,2018,0.237,The Weeknd,0.871,283784,0.466,FALSE,53ma7o,0.054,8,0.093,-8.66,0,Girls Like You,78,0.023,78.53
0.16,2013,0.547,Sunidhi Chauhan,0.698,244604,0.634,FALSE,v8pqpb,0.14,6,0.13,-5.23,0,Tera Ban Jaunga,74,0.055,134.45
0.51,2019,0.697,Coldplay,0.453,269962,0.858,FALSE,v726rg,0.139,0,0.226,-7.54,0,Levitating,67,0.026,122.08
0.13,2018,0.796,Lata Mangeshkar,0.516,251537,0.495,TRUE,mrmqor,0.13,2,0.058,-5.72,1,Bekhayali,52,0.085,92.45
0.56,2021,0.794,Shreya Ghoshal,0.829,247946,0.534,FALSE,ilftx0,0,0,0.288,-8.9,1,Tera Ban Jaunga,96,0.035,99.97
0.87,2022,0.42,Adele,0.565,264577,0.82,FALSE,rqnwyo,0.117,5,0.229,-7.73,0,Anti-Hero,93,0.022,123.26
0.25,2016,0.407,Dua Lipa,0.769,288047,0.484,FALSE,zp1a9j,0.075,0,0.255,-2.89,1,Anti-Hero,56,0.06,131.49
0.24,2013,0.283,Atif Aslam,0.652,280165,0.727,FALSE,afsrf6,0.006,9,0.102,-7.91,0,DJ Waley Babu,75,0.079,118.97
0.53,2024,0.672,Kishore Kumar,0.654,188997,0.591,FALSE,z8ocw2,0.022,8,0.183,-4.03,1,Vaaste,81,0.076,134.69
0.63,2018,0.669,Armaan Malik,0.744,291508,0.591,TRUE,jlp5o0,0.107,10,0.25,-8.56,1,Tera Ban Jaunga,99,0.091,94.01
0.83,2012,0.594,Shreya Ghoshal,0.58,199572,0.593,TRUE,6qxb5x,0.046,0,0.078,-5.44,1,Tujhe Kitna Chahne Lage,89,0.077,86.82
0.85,2024,0.597,Sunidhi Chauhan,0.551,213324,0.564,FALSE,24drti,0.047,10,0.166,-8.18,0,Tujhe Kitna Chahne Lage,75,0.094,99.66
0.26,2016,0.738,Ed Sheeran,0.677,210699,0.781,FALSE,cz8h9g,0.051,3,0.251,-3.24,1,Can't Feel My Face,50,0.024,98.13
0.49,2024,0.514,Lata Mangeshkar,0.64,273254,0.775,FALSE,zng6zt,0.032,3,0.183,-6.83,1,Kala Chashma,63,0.084,90.98
0.48,2025,0.143,Arijit Singh,0.503,299779,0.427,TRUE,womwqb,0.023,10,0.285,-6.06,1,Kala Chashma,51,0.088,99.28
0.19,2017,0.682,Taylor Swift,0.707,261268,0.597,FALSE,sft0ge,0.027,2,0.091,-4.35,0,Girls Like You,58,0.071,83.75
0.81,2016,0.578,Dua Lipa,0.864,199324,0.618,FALSE,njl7jq,0.018,2,0.171,-9.54,1,Uptown Funk,62,0.077,119.82
0.88,2014,0.622,Neha Kakkar,0.696,209063,0.564,FALSE,libhk9,0.03,3,0.114,-3.8,1,Vaaste,61,0.061,129.92
0.39,2023,0.75,Shreya Ghoshal,0.861,274342,0.544,FALSE,vjfqxj,0.101,4,0.18,-5.09,1,Vaaste,88,0.059,100.04
0.3,2023,0.196,Coldplay,0.652,220115,0.589,FALSE,ykw7w2,0.108,6,0.159,-3.25,1,Girls Like You,96,0.054,72.79
0.38,2013,0.287,Neha Kakkar,0.453,212427,0.516,FALSE,kbz96m,0.105,3,0.262,-4.52,1,Tera Ban Jaunga,68,0.036,88.56
0.2,2016,0.179,Bruno Mars,0.674,257209,0.673,FALSE,2czlbk,0.112,1,0.144,-5.17,1,Can't Feel My Face,86,0.052,129.57
0.75,2025,0.355,Billie Eilish,0.84,185636,0.496,FALSE,og158o,0.028,4,0.143,-8.33,1,Uptown Funk,75,0.096,139.69
0.28,2019,0.764,Arijit Singh,0.571,286750,0.613,FALSE,ylz61i,0.081,5,0.209,-5.03,0,Channa Mereya,54,0.098,83.09
0.33,2017,0.299,Lata Mangeshkar,0.75,295911,0.862,FALSE,ooe2sj,0.046,3,0.28,-9.62,1,Tujhe Kitna Chahne Lage,74,0.052,86.73
0.73,2013,0.457,Kishore Kumar,0.727,188417,0.778,FALSE,o1ple7,0.071,6,0.216,-9.05,0,Vaaste,76,0.089,110.41
0.67,2025,0.365,Lata Mangeshkar,0.751,291560,0.693,FALSE,x447xz,0.087,10,0.164,-6.2,1,Tum Hi Ho,79,0.097,118.8
0.46,2018,0.133,Coldplay,0.415,219619,0.839,FALSE,wtow1p,0.077,0,0.167,-3.14,1,Can't Feel My Face,94,0.035,79.03
0.27,2024,0.057,Maroon 5,0.438,237889,0.81,TRUE,5mejj0,0.148,2,0.18,-9,0,Hello,88,0.071,123.61
0.21,2021,0.401,Ed Sheeran,0.703,210373,0.629,FALSE,6mn629,0.072,9,0.177,-2.73,0,Levitating,76,0.069,134.88
0.57,2015,0.718,Atif Aslam,0.531,263732,0.69,FALSE,2s6acu,0.059,7,0.089,-6.48,1,Main Rahoon Ya Na Rahoon,94,0.041,92.15
0.71,2018,0.345,Dua Lipa,0.529,283920,0.855,TRUE,bssgti,0.002,1,0.162,-4.46,0,Uptown Funk,54,0.1,90.13
0.18,2015,0.092,Arijit Singh,0.465,187837,0.649,FALSE,idxner,0.014,2,0.203,-7.03,1,Channa Mereya,60,0.034,96.92
0.77,2023,0.482,Coldplay,0.571,230251,0.753,FALSE,aj5vr5,0.086,1,0.214,-3.02,1,Uptown Funk,93,0.056,134.81
0.49,2023,0.346,Armaan Malik,0.834,211213,0.462,FALSE,ren13d,0.126,8,0.272,-8.71,1,Dilbar,71,0.041,78.37
0.22,2019,0.61,Billie Eilish,0.424,194953,0.56,FALSE,lrbjo3,0.096,0,0.11,-4.55,0,Girls Like You,88,0.074,74.49
0.44,2025,0.565,Lata Mangeshkar,0.807,191620,0.63,FALSE,vvjcl2,0.052,6,0.113,-2.98,1,DJ Waley Babu,88,0.077,88.98
0.53,2022,0.154,Lata Mangeshkar,0.833,196535,0.877,FALSE,84ymdn,0.002,5,0.222,-7.5,0,Bekhayali,66,0.076,70.69
0.36,2017,0.659,Armaan Malik,0.547,209113,0.892,FALSE,mlmj6p,0.085,2,0.169,-7.33,0,Tujhe Kitna Chahne Lage,56,0.034,108.28
0.48,2022,0.272,Badshah,0.865,223454,0.652,FALSE,pylgqk,0.025,6,0.077,-3.79,1,Kala Chashma,71,0.07,100.71
0.65,2012,0.394,Bruno Mars,0.664,240390,0.812,TRUE,34jorw,0.025,5,0.196,-6.09,1,Levitating,79,0.073,88.7
0.73,2024,0.532,Dhvani Bhanushali,0.558,279226,0.51,FALSE,ew17o5,0.107,2,0.234,-7.8,0,Channa Mereya,88,0.1,88.45
0.69,2017,0.594,Maroon 5,0.818,236030,0.574,TRUE,9kra88,0.098,6,0.242,-3.99,1,Thinking Out Loud,52,0.037,76.79
0.46,2020,0.402,Imagine Dragons,0.864,194345,0.538,FALSE,ufcjez,0.102,9,0.229,-7.85,1,Levitating,54,0.03,115.89
0.71,2015,0.78,Dua Lipa,0.892,272906,0.438,FALSE,zykhh6,0.083,5,0.075,-2.71,0,Hello,70,0.081,73.41
0.56,2024,0.119,Neha Kakkar,0.778,210492,0.764,FALSE,vgw2p1,0.016,4,0.132,-7.2,0,Bekhayali,76,0.042,71.86
0.67,2024,0.204,Sunidhi Chauhan,0.576,229434,0.747,FALSE,i0awjy,0.016,2,0.201,-7.42,0,Channa Mereya,51,0.026,116.23
0.82,2015,0.265,Shreya Ghoshal,0.72,240624,0.616,TRUE,3ckxvz,0.073,7,0.086,-3.93,1,Vaaste,85,0.093,80.26
0.6,2013,0.616,Shreya Ghoshal,0.555,197706,0.864,FALSE,kr7wgc,0.039,0,0.274,-9.17,0,Bekhayali,51,0.093,81.81
0.26,2015,0.441,Neha Kakkar,0.635,278850,0.552,TRUE,ypsaev,0.068,3,0.26,-5.64,1,Vaaste,85,0.039,81.55
0.68,2013,0.562,The Weeknd,0.714,259910,0.451,FALSE,qp4i4n,0.051,1,0.223,-4.61,0,Anti-Hero,82,0.099,118.07
0.29,2014,0.693,Maroon 5,0.809,234659,0.715,FALSE,l8eq5j,0.141,4,0.269,-4.1,0,Can't Feel My Face,85,0.025,88.76
0.71,2017,0.071,Neha Kakkar,0.588,239473,0.629,TRUE,pkncrt,0.123,8,0.251,-9.39,0,Bekhayali,63,0.074,86.58
0.94,2017,0.308,The Weeknd,0.431,203840,0.55,TRUE,l2cz3i,0.051,2,0.207,-6.67,0,Levitating,88,0.099,127.46
0.2,2023,0.486,Taylor Swift,0.864,217841,0.553,FALSE,jy73gf,0.087,2,0.299,-6.2,1,Viva La Vida,73,0.055,125.75
0.61,2015,0.523,Lata Mangeshkar,0.609,287092,0.713,TRUE,v33h7i,0.029,7,0.266,-6.75,0,Tum Hi Ho,57,0.075,136.18
0.74,2021,0.61,Badshah,0.473,258052,0.766,FALSE,wgz5lh,0.036,11,0.067,-5.37,0,Dilbar,71,0.079,72.04
0.15,2013,0.734,Arijit Singh,0.751,199360,0.64,FALSE,bfxr0h,0.093,0,0.166,-8.03,1,Dilbar,63,0.047,136.66
0.21,2014,0.332,Badshah,0.45,291316,0.623,FALSE,iobym7,0.107,1,0.081,-6.94,1,Tera Ban Jaunga,55,0.049,114.18
0.25,2020,0.536,Neha Kakkar,0.523,186749,0.64,FALSE,12rlmb,0.004,7,0.147,-4.14,0,Channa Mereya,95,0.088,114.47
0.41,2022,0.128,Imagine Dragons,0.751,262674,0.569,TRUE,4z2cny,0.005,4,0.206,-7.53,0,Viva La Vida,87,0.082,126.77
0.76,2018,0.413,Lata Mangeshkar,0.849,248222,0.745,FALSE,cllbvw,0.128,8,0.285,-8.54,0,Tera Ban Jaunga,98,0.05,137.55
0.56,2023,0.427,Dua Lipa,0.529,216839,0.683,FALSE,ueu2tt,0.103,1,0.241,-8.32,0,Hello,52,0.072,82.07
0.65,2014,0.622,Kishore Kumar,0.692,294534,0.527,FALSE,ct4ex6,0.02,1,0.217,-3.48,1,Bekhayali,61,0.044,70.04
0.71,2019,0.126,Sunidhi Chauhan,0.712,260378,0.851,FALSE,evpjxr,0.019,6,0.154,-9.64,0,Bekhayali,65,0.056,78.19
0.79,2012,0.752,Dhvani Bhanushali,0.657,278256,0.579,FALSE,3smrw6,0.125,1,0.197,-2.52,1,Tum Hi Ho,66,0.093,133.58
0.19,2020,0.229,Neha Kakkar,0.875,246394,0.789,FALSE,3pgp8p,0.083,11,0.125,-4.62,0,Main Rahoon Ya Na Rahoon,85,0.042,82.91
0.17,2013,0.548,Armaan Malik,0.519,272115,0.788,FALSE,af7ozn,0.102,6,0.138,-4.22,1,Bekhayali,80,0.043,88.73
0.9,2019,0.782,Armaan Malik,0.588,211007,0.417,TRUE,zi8htv,0.008,4,0.078,-6.93,0,Tujhe Kitna Chahne Lage,80,0.089,112.2
0.74,2016,0.455,Badshah,0.439,281505,0.71,FALSE,vwzk1b,0.016,10,0.246,-8.66,1,Vaaste,63,0.059,113.76
0.15,2018,0.191,Badshah,0.416,204596,0.773,FALSE,vu5wme,0.038,7,0.152,-2.11,0,Vaaste,70,0.031,73.7
0.55,2017,0.471,Arijit Singh,0.485,280161,0.559,FALSE,q5g31n,0.003,0,0.054,-7.12,1,Dilbar,55,0.041,76.48
0.9,2019,0.569,Taylor Swift,0.478,196704,0.86,TRUE,1gwu7k,0.098,2,0.242,-2.59,0,Can't Feel My Face,67,0.045,125.23
0.31,2019,0.749,Shreya Ghoshal,0.452,184381,0.66,FALSE,z7g11n,0.026,5,0.296,-3.75,1,Vaaste,74,0.066,133.79
0.24,2015,0.316,Lata Mangeshkar,0.61,212214,0.847,FALSE,7siryn,0.013,2,0.273,-7.7,0,Tujhe Kitna Chahne Lage,89,0.029,97.2
0.5,2021,0.44,Dua Lipa,0.495,193777,0.821,FALSE,f23bib,0.068,9,0.198,-4.78,0,Thinking Out Loud,82,0.087,83.65
0.43,2022,0.383,Badshah,0.471,258608,0.616,FALSE,7iw8go,0.048,3,0.225,-7.65,1,Tum Hi Ho,95,0.078,91.81
0.64,2022,0.173,Sunidhi Chauhan,0.683,209092,0.588,FALSE,5oq6p2,0.042,11,0.099,-5.5,1,Channa Mereya,70,0.027,117.95
0.46,2020,0.382,Arijit Singh,0.734,253960,0.604,FALSE,yyk9zn,0.112,7,0.154,-3.9,0,Main Rahoon Ya Na Rahoon,79,0.073,77.37
0.8,2015,0.701,Shreya Ghoshal,0.607,261335,0.698,FALSE,lgzi7m,0.101,3,0.262,-2.75,1,Channa Mereya,62,0.07,87.98
0.88,2015,0.512,Sunidhi Chauhan,0.496,187903,0.856,FALSE,mu4em1,0.104,2,0.112,-6.32,1,Tum Hi Ho,81,0.065,121.98
0.65,2025,0.595,The Weeknd,0.717,198768,0.895,FALSE,0hw2tp,0.009,2,0.181,-9.81,1,Anti-Hero,78,0.095,73.34
0.36,2020,0.714,Billie Eilish,0.787,273286,0.781,FALSE,87erph,0.118,9,0.095,-4.12,1,Thinking Out Loud,61,0.026,113.25
0.21,2021,0.447,Atif Aslam,0.534,224223,0.526,FALSE,n7k647,0.007,9,0.158,-7.44,1,Bekhayali,56,0.025,120.49
0.33,2012,0.565,Maroon 5,0.874,228521,0.643,FALSE,09w5jk,0.097,10,0.187,-4.8,1,Can't Feel My Face,86,0.07,107.81
0.51,2014,0.517,Sunidhi Chauhan,0.405,249893,0.456,FALSE,ljga9u,0.02,7,0.153,-8.84,1,DJ Waley Babu,66,0.097,112.54
0.66,2023,0.265,Sunidhi Chauhan,0.68,256428,0.827,FALSE,xp6l7g,0.014,1,0.102,-5.7,1,Bekhayali,88,0.07,103.02
0.72,2012,0.602,Atif Aslam,0.44,187244,0.829,FALSE,kxfzgs,0.1,10,0.165,-5.14,1,Vaaste,55,0.084,137.71
0.69,2020,0.554,Billie Eilish,0.52,228137,0.621,FALSE,mtacrn,0.043,0,0.063,-3.96,0,Viva La Vida,75,0.039,92.65
0.26,2016,0.664,Billie Eilish,0.458,291733,0.593,FALSE,t6n9qu,0.146,7,0.118,-7.04,1,Anti-Hero,52,0.091,135.93
0.45,2017,0.403,Lata Mangeshkar,0.425,274937,0.525,FALSE,nxc38n,0.004,11,0.28,-5.35,0,Dilbar,70,0.068,95.62
0.32,2021,0.664,Kishore Kumar,0.85,228075,0.554,FALSE,fafvxy,0.056,9,0.1,-7.55,1,Dilbar,55,0.059,107.86
0.16,2023,0.309,Armaan Malik,0.772,185574,0.606,TRUE,6mrxi4,0.088,8,0.152,-4.58,0,Tujhe Kitna Chahne Lage,52,0.068,118.82
0.68,2017,0.694,Maroon 5,0.444,200369,0.619,FALSE,bt7zg3,0.02,10,0.19,-7.13,0,Believer,51,0.051,125.72
0.23,2015,0.148,Maroon 5,0.573,283693,0.837,TRUE,4mpxmx,0.131,1,0.182,-4.76,0,Anti-Hero,60,0.089,91.66
0.35,2018,0.561,Lata Mangeshkar,0.504,183258,0.802,FALSE,3555za,0.053,9,0.146,-7.56,1,Tera Ban Jaunga,88,0.02,85.9
0.33,2020,0.233,Arijit Singh,0.514,196940,0.449,FALSE,vrlifs,0.106,6,0.167,-5.27,0,Tum Hi Ho,86,0.091,122.2
0.11,2025,0.462,Imagine Dragons,0.829,229390,0.63,FALSE,jxddmy,0.027,10,0.16,-8.86,1,Anti-Hero,68,0.083,114.75
0.68,2021,0.106,Lata Mangeshkar,0.896,295128,0.762,TRUE,wgwy0f,0.086,8,0.122,-7.76,0,Tum Hi Ho,55,0.025,138.08
0.62,2015,0.248,Lata Mangeshkar,0.544,253300,0.835,FALSE,vlp2rj,0.008,1,0.157,-5.58,0,Main Rahoon Ya Na Rahoon,53,0.042,98
0.45,2013,0.3,Neha Kakkar,0.462,241772,0.558,FALSE,14wq7m,0.087,11,0.105,-6.29,0,Tum Hi Ho,80,0.085,137.05
0.14,2017,0.06,Neha Kakkar,0.798,197352,0.654,TRUE,9ycivw,0.12,1,0.294,-2.27,1,Vaaste,99,0.085,83.81
0.89,2019,0.117,Ed Sheeran,0.656,194855,0.868,FALSE,skttur,0.025,9,0.236,-5.88,1,Levitating,80,0.053,101.42
0.87,2018,0.636,Armaan Malik,0.41,226910,0.654,FALSE,ykgzvy,0.144,9,0.108,-8.39,0,Tujhe Kitna Chahne Lage,62,0.045,91.45
0.72,2024,0.302,Adele,0.564,184922,0.617,FALSE,51ajd8,0.128,10,0.284,-9.15,0,Viva La Vida,65,0.059,116.16
0.52,2025,0.722,Neha Kakkar,0.803,286153,0.801,FALSE,ysh1h4,0.114,11,0.063,-8.15,0,Main Rahoon Ya Na Rahoon,63,0.088,103.81
0.65,2014,0.335,Dhvani Bhanushali,0.778,285475,0.855,FALSE,30utdk,0.006,8,0.146,-7.75,1,Main Rahoon Ya Na Rahoon,75,0.046,76.55
0.48,2014,0.087,Badshah,0.685,215393,0.649,FALSE,i6nto5,0.044,7,0.084,-8.17,0,Kala Chashma,96,0.022,122.69
0.5,2014,0.716,Sunidhi Chauhan,0.721,219994,0.739,FALSE,63lor1,0.019,0,0.263,-6.69,0,Main Rahoon Ya Na Rahoon,91,0.068,74.25
0.76,2015,0.079,Shreya Ghoshal,0.497,252723,0.761,FALSE,i7weyh,0.024,3,0.251,-7.21,0,Bekhayali,87,0.033,132.74
0.39,2021,0.516,Neha Kakkar,0.419,201274,0.596,FALSE,s2o8l3,0.031,2,0.054,-8.67,1,DJ Waley Babu,51,0.077,71.47
0.57,2012,0.663,Adele,0.88,246188,0.702,FALSE,d6x9j9,0.088,8,0.164,-3.09,1,Girls Like You,67,0.1,80.76
0.53,2020,0.063,Kishore Kumar,0.866,261406,0.592,FALSE,naqyhe,0.079,2,0.167,-7.82,1,Vaaste,99,0.091,101.86
0.9,2020,0.44,Lata Mangeshkar,0.739,233517,0.717,FALSE,osh7b0,0.139,6,0.141,-6.54,1,Tujhe Kitna Chahne Lage,63,0.026,105.26
0.73,2021,0.302,Ed Sheeran,0.783,299502,0.63,FALSE,sxxkvo,0.006,10,0.073,-2.61,1,Thinking Out Loud,50,0.03,94.97
0.86,2018,0.057,Neha Kakkar,0.501,219851,0.898,FALSE,o4gjj1,0.108,6,0.076,-4.49,0,Tera Ban Jaunga,86,0.093,126.31
0.2,2024,0.451,Imagine Dragons,0.84,266457,0.441,FALSE,vrgzhf,0.079,6,0.172,-4.09,0,Bad Guy,94,0.07,116.83
0.5,2012,0.479,Adele,0.423,298648,0.76,FALSE,fu65s6,0.036,4,0.273,-7.84,1,Hello,68,0.061,102.33
0.16,2013,0.698,Dua Lipa,0.65,184018,0.756,TRUE,fn1xml,0.052,4,0.237,-9.23,1,Girls Like You,94,0.099,123.93
0.45,2015,0.635,Imagine Dragons,0.786,231529,0.639,FALSE,byfzh8,0.017,1,0.176,-8.59,0,Thinking Out Loud,52,0.063,79.18
0.72,2013,0.527,Sunidhi Chauhan,0.837,202117,0.456,FALSE,3e4gs4,0.063,6,0.164,-8.63,1,Tera Ban Jaunga,94,0.061,80.32
0.9,2012,0.734,Dhvani Bhanushali,0.873,290189,0.619,FALSE,zv1x2i,0.082,0,0.287,-6.61,1,Bekhayali,82,0.055,73.22
0.84,2017,0.546,Kishore Kumar,0.617,181559,0.79,TRUE,9x030o,0.024,7,0.131,-6.48,0,DJ Waley Babu,99,0.094,113.99
0.14,2019,0.59,Ed Sheeran,0.622,204714,0.563,FALSE,fmv4v0,0.058,9,0.13,-2.29,1,Girls Like You,56,0.022,75.02
0.62,2012,0.478,Dhvani Bhanushali,0.427,294234,0.841,FALSE,3halex,0.012,8,0.066,-4.86,1,Tum Hi Ho,91,0.092,115.72
0.21,2020,0.373,The Weeknd,0.537,290352,0.735,TRUE,cdqo6p,0.04,3,0.067,-2.09,1,Can't Feel My Face,65,0.072,100.99
0.51,2025,0.577,Shreya Ghoshal,0.434,190778,0.771,FALSE,40l455,0.129,2,0.18,-7.18,1,Tum Hi Ho,65,0.024,88.8
0.69,2017,0.417,Armaan Malik,0.656,236221,0.461,FALSE,08dppu,0.025,3,0.22,-8.59,1,Main Rahoon Ya Na Rahoon,71,0.076,86.39
0.51,2013,0.33,Maroon 5,0.647,270570,0.495,FALSE,bhmqxc,0.054,2,0.221,-4.53,1,Levitating,89,0.082,128.89
0.93,2025,0.265,Neha Kakkar,0.612,277151,0.44,FALSE,n1psqz,0.103,0,0.125,-4.99,1,Tum Hi Ho,72,0.058,105.31
0.38,2021,0.103,Armaan Malik,0.445,186083,0.623,FALSE,usurc5,0.107,7,0.161,-8.5,1,DJ Waley Babu,53,0.062,121.4
0.34,2018,0.395,Imagine Dragons,0.497,241918,0.809,FALSE,cs2y69,0.019,9,0.244,-6.39,1,Uptown Funk,76,0.096,124.05
0.65,2015,0.137,Kishore Kumar,0.668,241480,0.629,FALSE,k2casv,0.055,8,0.06,-2.79,0,Channa Mereya,62,0.089,128.41
0.8,2012,0.079,Atif Aslam,0.835,283384,0.691,FALSE,jxj4mc,0.014,3,0.085,-6.48,0,Tum Hi Ho,94,0.052,117.51
